DT_GERACAO,HH_GERACAO,ANO_ELEICAO,CD_TIPO_ELEICAO,NM_TIPO_ELEICAO,CD_ELEICAO,DS_ELEICAO,DT_ELEICAO,DT_POSSE,SG_UF,SG_UE,NM_UE,CD_CARGO,DS_CARGO,QT_VAGA
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,ES,ES,ESPÍRITO SANTO,6,Deputado Federal,10
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,ES,ES,ESPÍRITO SANTO,7,Deputado Estadual,30
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,ES,ES,ESPÍRITO SANTO,9,1. Suplente,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,ES,ES,ESPÍRITO SANTO,10,2. Suplente,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,GO,GO,GOIÁS,3,Governador,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,GO,GO,GOIÁS,4,Vice-governador,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,GO,GO,GOIÁS,5,Senador,2
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,GO,GO,GOIÁS,6,Deputado Federal,17
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,GO,GO,GOIÁS,7,Deputado Estadual,41
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,GO,GO,GOIÁS,9,1. Suplente,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,GO,GO,GOIÁS,10,2. Suplente,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,MA,MA,MARANHÃO,3,Governador,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,MA,MA,MARANHÃO,4,Vice-governador,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,MA,MA,MARANHÃO,5,Senador,2
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,MA,MA,MARANHÃO,6,Deputado Federal,18
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,MA,MA,MARANHÃO,7,Deputado Estadual,42
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,MA,MA,MARANHÃO,9,1. Suplente,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,MA,MA,MARANHÃO,10,2. Suplente,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,MG,MG,MINAS GERAIS,3,Governador,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,MG,MG,MINAS GERAIS,4,Vice-governador,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,MG,MG,MINAS GERAIS,5,Senador,2
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,MG,MG,MINAS GERAIS,6,Deputado Federal,53
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,MG,MG,MINAS GERAIS,7,Deputado Estadual,77
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,MG,MG,MINAS GERAIS,9,1. Suplente,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,MG,MG,MINAS GERAIS,10,2. Suplente,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,MS,MS,MATO GROSSO DO SUL,3,Governador,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,MS,MS,MATO GROSSO DO SUL,4,Vice-governador,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,MS,MS,MATO GROSSO DO SUL,5,Senador,2
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,MS,MS,MATO GROSSO DO SUL,6,Deputado Federal,8
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,MS,MS,MATO GROSSO DO SUL,7,Deputado Estadual,24
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,MS,MS,MATO GROSSO DO SUL,9,1. Suplente,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,MS,MS,MATO GROSSO DO SUL,10,2. Suplente,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,MT,MT,MATO GROSSO,3,Governador,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,MT,MT,MATO GROSSO,4,Vice-governador,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,MT,MT,MATO GROSSO,5,Senador,2
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,MT,MT,MATO GROSSO,6,Deputado Federal,8
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,MT,MT,MATO GROSSO,7,Deputado Estadual,24
13/11/2024,10:55:17,2018,1,Eleição Suplementar,431,Senador,26/04/2020,01/01/2021,MT,MT,MATO GROSSO,5,Senador,1
13/11/2024,10:55:17,2018,1,Eleição Suplementar,431,Senador,26/04/2020,01/01/2021,MT,MT,MATO GROSSO,9,1. Suplente,1
13/11/2024,10:55:17,2018,1,Eleição Suplementar,431,Senador,26/04/2020,01/01/2021,MT,MT,MATO GROSSO,10,2. Suplente,1
13/11/2024,10:55:17,2018,1,Eleição Suplementar,438,Eleição Suplementar Senador - MT,15/11/2020,15/12/2020,MT,MT,MATO GROSSO,5,Senador,1
13/11/2024,10:55:17,2018,1,Eleição Suplementar,438,Eleição Suplementar Senador - MT,15/11/2020,15/12/2020,MT,MT,MATO GROSSO,9,1. Suplente,1
13/11/2024,10:55:17,2018,1,Eleição Suplementar,438,Eleição Suplementar Senador - MT,15/11/2020,15/12/2020,MT,MT,MATO GROSSO,10,2. Suplente,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,MT,MT,MATO GROSSO,9,1. Suplente,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,MT,MT,MATO GROSSO,10,2. Suplente,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,PA,PA,PARÁ,3,Governador,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,PA,PA,PARÁ,4,Vice-governador,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,PA,PA,PARÁ,5,Senador,2
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,PA,PA,PARÁ,6,Deputado Federal,17
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,PA,PA,PARÁ,7,Deputado Estadual,41
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,PA,PA,PARÁ,9,1. Suplente,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,PA,PA,PARÁ,10,2. Suplente,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,PB,PB,PARAÍBA,3,Governador,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,PB,PB,PARAÍBA,4,Vice-governador,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,PB,PB,PARAÍBA,5,Senador,2
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,PB,PB,PARAÍBA,6,Deputado Federal,12
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,PB,PB,PARAÍBA,7,Deputado Estadual,36
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,PB,PB,PARAÍBA,9,1. Suplente,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,PB,PB,PARAÍBA,10,2. Suplente,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,PE,PE,PERNAMBUCO,3,Governador,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,PE,PE,PERNAMBUCO,4,Vice-governador,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,PE,PE,PERNAMBUCO,5,Senador,2
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,PE,PE,PERNAMBUCO,6,Deputado Federal,25
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,PE,PE,PERNAMBUCO,7,Deputado Estadual,49
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,PE,PE,PERNAMBUCO,9,1. Suplente,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,PE,PE,PERNAMBUCO,10,2. Suplente,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,PI,PI,PIAUÍ,3,Governador,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,PI,PI,PIAUÍ,4,Vice-governador,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,PI,PI,PIAUÍ,5,Senador,2
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,PI,PI,PIAUÍ,6,Deputado Federal,10
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,PI,PI,PIAUÍ,7,Deputado Estadual,30
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,PI,PI,PIAUÍ,9,1. Suplente,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,PI,PI,PIAUÍ,10,2. Suplente,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,PR,PR,PARANÁ,3,Governador,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,PR,PR,PARANÁ,4,Vice-governador,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,PR,PR,PARANÁ,5,Senador,2
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,PR,PR,PARANÁ,6,Deputado Federal,30
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,PR,PR,PARANÁ,7,Deputado Estadual,54
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,PR,PR,PARANÁ,9,1. Suplente,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,PR,PR,PARANÁ,10,2. Suplente,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,RJ,RJ,RIO DE JANEIRO,3,Governador,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,RJ,RJ,RIO DE JANEIRO,4,Vice-governador,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,RJ,RJ,RIO DE JANEIRO,5,Senador,2
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,RJ,RJ,RIO DE JANEIRO,6,Deputado Federal,46
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,RJ,RJ,RIO DE JANEIRO,7,Deputado Estadual,70
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,RJ,RJ,RIO DE JANEIRO,9,1. Suplente,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,RJ,RJ,RIO DE JANEIRO,10,2. Suplente,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,RN,RN,RIO GRANDE DO NORTE,3,Governador,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,RN,RN,RIO GRANDE DO NORTE,4,Vice-governador,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,RN,RN,RIO GRANDE DO NORTE,5,Senador,2
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,RN,RN,RIO GRANDE DO NORTE,6,Deputado Federal,8
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,RN,RN,RIO GRANDE DO NORTE,7,Deputado Estadual,24
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,RN,RN,RIO GRANDE DO NORTE,9,1. Suplente,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,RN,RN,RIO GRANDE DO NORTE,10,2. Suplente,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,RO,RO,RONDÔNIA,3,Governador,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,RO,RO,RONDÔNIA,4,Vice-governador,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,RO,RO,RONDÔNIA,5,Senador,2
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,RO,RO,RONDÔNIA,6,Deputado Federal,8
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,RO,RO,RONDÔNIA,7,Deputado Estadual,24
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,RO,RO,RONDÔNIA,9,1. Suplente,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,RO,RO,RONDÔNIA,10,2. Suplente,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,RR,RR,RORAIMA,3,Governador,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,RR,RR,RORAIMA,4,Vice-governador,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,RR,RR,RORAIMA,5,Senador,2
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,RR,RR,RORAIMA,6,Deputado Federal,8
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,RR,RR,RORAIMA,7,Deputado Estadual,24
