DT_GERACAO,HH_GERACAO,ANO_ELEICAO,CD_TIPO_ELEICAO,NM_TIPO_ELEICAO,CD_ELEICAO,DS_ELEICAO,DT_ELEICAO,DT_POSSE,SG_UF,SG_UE,NM_UE,CD_CARGO,DS_CARGO,QT_VAGA
07/07/2022,16:30:58,2014,1,Eleição Extraordinária,143,Eleições Gerais 2014,05/10/2014,01/02/2015,RS,RS,RIO GRANDE DO SUL,6,Deputado Federal,31
07/07/2022,16:30:58,2014,1,Eleição Extraordinária,143,Eleições Gerais 2014,05/10/2014,01/02/2015,RS,RS,RIO GRANDE DO SUL,7,Deputado Estadual,55
07/07/2022,16:30:58,2014,1,Eleição Extraordinária,143,Eleições Gerais 2014,05/10/2014,01/02/2015,RS,RS,RIO GRANDE DO SUL,9,1. Suplente,1
07/07/2022,16:30:58,2014,1,Eleição Extraordinária,143,Eleições Gerais 2014,05/10/2014,01/02/2015,RS,RS,RIO GRANDE DO SUL,10,2. Suplente,1
07/07/2022,16:30:58,2014,1,Eleição Extraordinária,143,Eleições Gerais 2014,05/10/2014,01/01/2015,SC,SC,SANTA CATARINA,3,Governador,1
07/07/2022,16:30:58,2014,1,Eleição Extraordinária,143,Eleições Gerais 2014,05/10/2014,01/01/2015,SC,SC,SANTA CATARINA,4,Vice-governador,1
07/07/2022,16:30:58,2014,1,Eleição Extraordinária,143,Eleições Gerais 2014,05/10/2014,01/02/2015,SC,SC,SANTA CATARINA,5,Senador,1
07/07/2022,16:30:58,2014,1,Eleição Extraordinária,143,Eleições Gerais 2014,05/10/2014,01/02/2015,SC,SC,SANTA CATARINA,6,Deputado Federal,16
07/07/2022,16:30:58,2014,1,Eleição Extraordinária,143,Eleições Gerais 2014,05/10/2014,01/02/2015,SC,SC,SANTA CATARINA,7,Deputado Estadual,40
07/07/2022,16:30:58,2014,1,Eleição Extraordinária,143,Eleições Gerais 2014,05/10/2014,01/02/2015,SC,SC,SANTA CATARINA,9,1. Suplente,1
07/07/2022,16:30:58,2014,1,Eleição Extraordinária,143,Eleições Gerais 2014,05/10/2014,01/02/2015,SC,SC,SANTA CATARINA,10,2. Suplente,1
07/07/2022,16:30:58,2014,1,Eleição Extraordinária,143,Eleições Gerais 2014,05/10/2014,01/01/2015,SE,SE,SERGIPE,3,Governador,1
07/07/2022,16:30:58,2014,1,Eleição Extraordinária,143,Eleições Gerais 2014,05/10/2014,01/01/2015,SE,SE,SERGIPE,4,Vice-governador,1
07/07/2022,16:30:58,2014,1,Eleição Extraordinária,143,Eleições Gerais 2014,05/10/2014,01/02/2015,SE,SE,SERGIPE,5,Senador,1
07/07/2022,16:30:58,2014,1,Eleição Extraordinária,143,Eleições Gerais 2014,05/10/2014,01/02/2015,SE,SE,SERGIPE,6,Deputado Federal,8
07/07/2022,16:30:58,2014,1,Eleição Extraordinária,143,Eleições Gerais 2014,05/10/2014,01/02/2015,SE,SE,SERGIPE,7,Deputado Estadual,24
07/07/2022,16:30:58,2014,1,Eleição Extraordinária,143,Eleições Gerais 2014,05/10/2014,01/02/2015,SE,SE,SERGIPE,9,1. Suplente,1
07/07/2022,16:30:58,2014,1,Eleição Extraordinária,143,Eleições Gerais 2014,05/10/2014,01/02/2015,SE,SE,SERGIPE,10,2. Suplente,1
07/07/2022,16:30:58,2014,1,Eleição Extraordinária,143,Eleições Gerais 2014,05/10/2014,01/01/2015,SP,SP,SÃO PAULO,3,Governador,1
07/07/2022,16:30:58,2014,1,Eleição Extraordinária,143,Eleições Gerais 2014,05/10/2014,01/01/2015,SP,SP,SÃO PAULO,4,Vice-governador,1
07/07/2022,16:30:58,2014,1,Eleição Extraordinária,143,Eleições Gerais 2014,05/10/2014,01/02/2015,SP,SP,SÃO PAULO,5,Senador,1
07/07/2022,16:30:58,2014,1,Eleição Extraordinária,143,Eleições Gerais 2014,05/10/2014,01/02/2015,SP,SP,SÃO PAULO,6,Deputado Federal,70
07/07/2022,16:30:58,2014,1,Eleição Extraordinária,143,Eleições Gerais 2014,05/10/2014,15/03/2015,SP,SP,SÃO PAULO,7,Deputado Estadual,94
07/07/2022,16:30:58,2014,1,Eleição Extraordinária,143,Eleições Gerais 2014,05/10/2014,01/02/2015,SP,SP,SÃO PAULO,9,1. Suplente,1
07/07/2022,16:30:58,2014,1,Eleição Extraordinária,143,Eleições Gerais 2014,05/10/2014,01/02/2015,SP,SP,SÃO PAULO,10,2. Suplente,1
07/07/2022,16:30:58,2014,1,Eleição Extraordinária,143,Eleições Gerais 2014,05/10/2014,01/01/2015,TO,TO,TOCANTINS,3,Governador,1
07/07/2022,16:30:58,2014,1,Eleição Extraordinária,143,Eleições Gerais 2014,05/10/2014,01/01/2015,TO,TO,TOCANTINS,4,Vice-governador,1
07/07/2022,16:30:58,2014,1,Eleição Extraordinária,143,Eleições Gerais 2014,05/10/2014,01/02/2015,TO,TO,TOCANTINS,5,Senador,1
07/07/2022,16:30:58,2014,1,Eleição Extraordinária,143,Eleições Gerais 2014,05/10/2014,01/02/2015,TO,TO,TOCANTINS,6,Deputado Federal,8
07/07/2022,16:30:58,2014,1,Eleição Extraordinária,143,Eleições Gerais 2014,05/10/2014,01/02/2015,TO,TO,TOCANTINS,7,Deputado Estadual,24
07/07/2022,16:30:58,2014,1,Eleição Extraordinária,143,Eleições Gerais 2014,05/10/2014,01/02/2015,TO,TO,TOCANTINS,9,1. Suplente,1
07/07/2022,16:30:58,2014,1,Eleição Extraordinária,143,Eleições Gerais 2014,05/10/2014,01/02/2015,TO,TO,TOCANTINS,10,2. Suplente,1
07/07/2022,16:30:58,2014,1,Eleição Extraordinária,304,Eleição Suplementar Governador - TO,03/06/2018,01/01/2015,TO,TO,TOCANTINS,3,Governador,1
07/07/2022,16:30:58,2014,1,Eleição Extraordinária,304,Eleição Suplementar Governador - TO,03/06/2018,01/01/2015,TO,TO,TOCANTINS,4,Vice-governador,1
